Sentence,Noun,Gender,Case
Der Tintenfisch hat Tinte abgesondert um seine Flucht zu erleichtern.,Flucht,Fem,Acc
Die zerdrückte Wanze sondert einenstarken Geruch ab.,Wanze,Fem,Nom
Die zerdrückte Wanze sondert einenstarken Geruch ab.,Geruch,Masc,Acc
Das Chamäleon wechselte noch einmal seine Farbe.,Farbe,Fem,Acc
Aale können sich auf festem Boden fortbewegen.,Aale,Neut,Nom
Aale können sich auf festem Boden fortbewegen.,Boden,Masc,Dat
Bei den Gottesanbeterinnen frisst das Weibchen das Männchen nach der Paarung.,Gottesanbeterinnen,Fem,Dat
Bei den Gottesanbeterinnen frisst das Weibchen das Männchen nach der Paarung.,Weibchen,Neut,Nom
Bei den Gottesanbeterinnen frisst das Weibchen das Männchen nach der Paarung.,Männchen,Neut,Acc
Bei den Gottesanbeterinnen frisst das Weibchen das Männchen nach der Paarung.,Paarung,Fem,Dat
"Es gibt Motten in der Wohnung, die Klamotten sind durchlöchert worden",Motten,Fem,Acc
"Es gibt Motten in der Wohnung, die Klamotten sind durchlöchert worden",Wohnung,Fem,Dat
"Es gibt Motten in der Wohnung, die Klamotten sind durchlöchert worden",Klamotten,Fem,Nom
Der Kanarienvogel singt seit Wochen nicht mehr.,Kanarienvogel,Masc,Nom
Der Kanarienvogel singt seit Wochen nicht mehr.,Wochen,Fem,Dat
Die Krähe krächzt laut.,Krähe,Fem,Nom
Der Rabe trägt Käse in seinem Schnabel.,Rabe,Masc,Nom
Der Rabe trägt Käse in seinem Schnabel.,Käse,Masc,Acc
Der Rabe trägt Käse in seinem Schnabel.,Schnabel,Masc,Dat
Ein Reiher sitzt hoch im Baum.,Reiher,Masc,Nom
Ein Reiher sitzt hoch im Baum.,Baum,Masc,Dat
Die Eule hat die ganze Nacht geschrien.,Eule,Fem,Nom
Die Eule hat die ganze Nacht geschrien.,Nacht,Fem,Acc
Der Uhu spuckte ein Knäuel aus.,Knäuel,Neut,Acc
Der Albatros kann beträchtlich lange Strecken fliegen.,Albatros,Masc,Nom
Der Albatros kann beträchtlich lange Strecken fliegen.,Strecken,Fem,Acc
Die Möwe setzte sich auf den Felsen.,Felsen,Masc,Dat
Der Schimpanse macht Grimassen.,Grimassen,Fem,Acc
Der Fischotter reagiert sensible auf Abwässer in den Flüssen.,Fischotter,Masc,Nom
Der Fischotter reagiert sensible auf Abwässer in den Flüssen.,Abwässer,Neut,Acc
Der Fischotter reagiert sensible auf Abwässer in den Flüssen.,Flüssen,Masc,Dat
Der Waschbär wäscht seine Nahrung bevor er sie isst.,Waschbär,Masc,Nom
Der Waschbär wäscht seine Nahrung bevor er sie isst.,Nahrung,Fem,Acc
Die Seidenraupe war in das kochende Wasser getaucht worden,Seidenraupe,Fem,Nom
Die Seidenraupe war in das kochende Wasser getaucht worden,Wasser,Neut,Acc
"Ich hätte gerne eine Sardellen-Pizza, bitte.",Sardellen-Pizza,Fem,Acc
Ein Sardinenschwarm ist von dem Helikopter entdeckt worden,Sardinenschwarm,Masc,Nom
Ein Sardinenschwarm ist von dem Helikopter entdeckt worden,Helikopter,Masc,Dat
Tintenfische sind ein typisches Gericht aus dem Süden Frankreichs.,Gericht,Neut,Nom
Tintenfische sind ein typisches Gericht aus dem Süden Frankreichs.,Süden,Masc,Dat
"Die Seezunge ist ein Fisch, den man mit Sand verwechselt.",Seezunge,Masc,Nom
"Die Seezunge ist ein Fisch, den man mit Sand verwechselt.",Fisch,Masc,Nom
"Die Seezunge ist ein Fisch, den man mit Sand verwechselt.",Sand,Masc,Dat
Der Rochen kann tödliches Gift enthalten.,Rochen,Masc,Nom
Der Rochen kann tödliches Gift enthalten.,Gift,Neut,Acc
Schnecken und Nacktschnecken sind Weichtiere.,Schnecken,Fem,Nom
Schnecken und Nacktschnecken sind Weichtiere.,Nacktschnecken,Fem,Nom
Schnecken und Nacktschnecken sind Weichtiere.,Weichtiere,Masc,Nom
Delphine sind keine Fische sondern Meeressäugetiere.,Delphine,Masc,Nom
Delphine sind keine Fische sondern Meeressäugetiere.,Fische,Masc,Nom
Delphine sind keine Fische sondern Meeressäugetiere.,Meeressäugetiere,Neut,Nom
Er hat drei Stachel eines Seeigels im Fuß.,Stachel,Masc,Acc
Er hat drei Stachel eines Seeigels im Fuß.,Seeigels,Masc,Gen
Er hat drei Stachel eines Seeigels im Fuß.,Fuß,Masc,Dat
Die Manguste tötet die Schlange schließlich.,Manguste,Fem,Nom
Die Manguste tötet die Schlange schließlich.,Schlange,Fem,Nom
Der Rabe öffnete die Nuss mit dem Schnabel.,Rabe,Masc,Nom
Der Rabe öffnete die Nuss mit dem Schnabel.,Nuss,Fem,Acc
Der Rabe öffnete die Nuss mit dem Schnabel.,Schnabel,Masc,Dat
Schakale leben in kleinen Rudeln.,Schakale,Neut,Nom
Schakale leben in kleinen Rudeln.,Rudeln,Fem,Dat
Ein Tausendfüßler überquert die Straße.,Tausendfüßler,Masc,Nom
Ein Tausendfüßler überquert die Straße.,Straße,Fem,Acc
Bandasseln leben im Stroh.,Bandasseln,Masc,Nom
Taranteln werden in Südostasien gegessen.,Taranteln,Masc,Nom
Krabben und Garnelen sind Krustentiere.,Krabben,Fem,Nom
Krabben und Garnelen sind Krustentiere.,Garnelen,Fem,Nom
Krabben und Garnelen sind Krustentiere.,Krustentiere,Masc,Nom
Kabeljaue sind Opfer der Überfischung.,Opfer,Neut,Nom
Kabeljaue sind Opfer der Überfischung.,Überfischung,Fem,Gen
Die Tentakel dieser Krake sind mindestens zwei Meter lang.,Tentakel,Masc,Nom
Die Tentakel dieser Krake sind mindestens zwei Meter lang.,Krake,Fem,Gen
Die Tentakel dieser Krake sind mindestens zwei Meter lang.,Meter,Masc,Acc
Der Hummer ist eine Luxusspeise.,Hummer,Masc,Nom
Der Hummer ist eine Luxusspeise.,Luxusspeise,Fem,Nom
Der Pelikan verschluckte drei Fische auf einmal.,Pelikan,Masc,Nom
Der Pelikan verschluckte drei Fische auf einmal.,Fische,Masc,Acc
Plankton steht am Anfang der Nahrungskette.,Anfang,Masc,Dat
Plankton steht am Anfang der Nahrungskette.,Nahrungskette,Fem,Gen
Kaulquappen wandeln sich nach einigen Wochen zu Fröschen.,Kaulquappen,Fem,Nom
Kaulquappen wandeln sich nach einigen Wochen zu Fröschen.,Wochen,Fem,Dat
Kaulquappen wandeln sich nach einigen Wochen zu Fröschen.,Fröschen,Neut,Dat
Der Storch hat sein Nest auf einem Schornstein gebaut.,Storch,Masc,Nom
Der Storch hat sein Nest auf einem Schornstein gebaut.,Nest,Neut,Nom
Der Storch hat sein Nest auf einem Schornstein gebaut.,Schornstein,Masc,Dat
Die Raupe bereitet ihren Kokon vor.,Raupe,Fem,Nom
Die Raupe bereitet ihren Kokon vor.,Kokon,Masc,Acc
Das Murmeltier gräbt seinen Bau.,Murmeltier,Neut,Nom
Das Murmeltier gräbt seinen Bau.,Bau,Masc,Acc
Der Pelz dieses Tieres ist sehr teuer.,Pelz,Masc,Nom
Der Pelz dieses Tieres ist sehr teuer.,Tieres,Neut,Gen
Die Kuhhaut dient zur Herstellung von Leder.,Kuhhaut,Fem,Nom
Die Kuhhaut dient zur Herstellung von Leder.,Herstellung,Fem,Dat
Die Kuhhaut dient zur Herstellung von Leder.,Leder,Neut,Dat
Die Krallen einer Katze sind einziehbar.,Krallen,Fem,Nom
Die Krallen einer Katze sind einziehbar.,Katze,Fem,Gen
Die Reißzähne der Katze waren gelblich.,Reißzähne,Masc,Nom
Die Reißzähne der Katze waren gelblich.,Katze,Fem,Gen
Überall im Zimmer liegen Taubenfedern.,Zimmer,Neut,Dat
Überall im Zimmer liegen Taubenfedern.,Taubenfedern,Masc,Dat
Der Truthahn gluckst um sein Weibchen zu beeindrucken.,Truthahn,Masc,Nom
Der Truthahn gluckst um sein Weibchen zu beeindrucken.,Weibchen,Neut,Acc
Die Schäfen blökten als sie in den Stall zurückkehrten.,Schäfen,Fem,Nom
Die Schäfen blökten als sie in den Stall zurückkehrten.,Stall,Masc,Acc
"Der Hengst wiehert, bevor er fort galoppiert.",Hengst,Fem,Dat
Man kann einen Raben in der Ferne krächzen hören.,Raben,Masc,Acc
Man kann einen Raben in der Ferne krächzen hören.,Ferne,Fem,Dat
Der Löwe brüllt in der Savanne.,Savanne,Fem,Dat
Kühe muhen wenn sie verängstigt sind.,Kühe,Fem,Nom
"Der Hund des Nachbars hat geknurrt, als er die Kinder sah.",Hund,Masc,Nom
"Der Hund des Nachbars hat geknurrt, als er die Kinder sah.",Nachbars,Masc,Gen
"Der Hund des Nachbars hat geknurrt, als er die Kinder sah.",Kinder,Neut,Acc
Das Kätzchen miaut vor dem Kühlschrank.,Kätzchen,Neut,Nom
Das Kätzchen miaut vor dem Kühlschrank.,Kühlschrank,Masc,Dat
Die Hunde haben die ganze Nacht gebellt.,Hunde,Masc,Nom
Die Hunde haben die ganze Nacht gebellt.,Nacht,Fem,Acc
Es werden Schildkrötenpanzer auf dem Markt verkauft.,Schildkrötenpanzer,Masc,Nom
Es werden Schildkrötenpanzer auf dem Markt verkauft.,Markt,Masc,Dat
Man muss die Fischschuppen entfernen bevor man ihn in den Ofen legt.,Fischschuppen,Fem,Acc
Die Katze hat sich an der Pfote verletzt.,Katze,Fem,Nom
Die Katze hat sich an der Pfote verletzt.,Pfote,Fem,Dat
Die Haifischflosse beunruhigte die Surfer.,Haifischflosse,Masc,Nom
Die Haifischflosse beunruhigte die Surfer.,Surfer,Fem,Acc
Zebrastreifen sind keine gute Tarnung.,Zebrastreifen,Masc,Nom
Zebrastreifen sind keine gute Tarnung.,Tarnung,Fem,Nom
Die Flecken des Panthers sind schwarz.,Flecken,Masc,Nom
Die Flecken des Panthers sind schwarz.,Panthers,Masc,Gen
Der Adler hat das Lamm mit den Krallen gepackt,Adler,Masc,Nom
Der Adler hat das Lamm mit den Krallen gepackt,Lamm,Neut,Nom
Der Adler hat das Lamm mit den Krallen gepackt,Krallen,Fem,Dat
Die Katze benutzt ihren Schwanz um das Gleichgewicht zu behalten.,Katze,Fem,Nom
Die Katze benutzt ihren Schwanz um das Gleichgewicht zu behalten.,Schwanz,Masc,Acc
Die Katze benutzt ihren Schwanz um das Gleichgewicht zu behalten.,Gleichgewicht,Neut,Acc
Der kleine Affe sog an der Zitze seiner Mutter.,Affe,Masc,Nom
Der kleine Affe sog an der Zitze seiner Mutter.,Zitze,Fem,Dat
Der kleine Affe sog an der Zitze seiner Mutter.,Mutter,Fem,Gen
Die Hufe dieses Pferdes sind abgenutzt.,Hufe,Masc,Nom
Die Hufe dieses Pferdes sind abgenutzt.,Pferdes,Masc,Gen
Der Tiger ist ein wildes Tier.,Tiger,Masc,Nom
Der Tiger ist ein wildes Tier.,Tier,Neut,Nom
"Das ist ein Haus-Wildschwein, aber es bleibt gefährlich.",Haus-Wildschwein,Neut,Nom
Haben Sie Haustiere zu Hause?,Haustiere,Neut,Acc
Haben Sie Haustiere zu Hause?,Hause,Neut,Dat
Der Ameisenhaufen war in großer Aufregung.,Ameisenhaufen,Masc,Nom
Der Ameisenhaufen war in großer Aufregung.,Aufregung,Fem,Dat
Der Termitenhügel schien unbewohnt zu sein.,Termitenhügel,Masc,Nom
Der Gorilla versucht den Wilderer einzuschüchtern.,Gorilla,Masc,Nom
Der Gorilla versucht den Wilderer einzuschüchtern.,Wilderer,Masc,Acc
Der Makak biss ihm in die Hand.,Hand,Fem,Acc
Orang-Utans sind vom Anbau von Palmöl gefährdet.,Anbau,Masc,Dat
Es gibt eine Wasserquelle auf seinem Land.,Wasserquelle,Fem,Acc
Es gibt eine Wasserquelle auf seinem Land.,Land,Neut,Dat
Das Faultier lebt in Amazonien.,Faultier,Neut,Nom
Meinem Vater wurde ein Bein von einem Alligator abgebissen.,Vater,Masc,Dat
Meinem Vater wurde ein Bein von einem Alligator abgebissen.,Bein,Neut,Nom
Meinem Vater wurde ein Bein von einem Alligator abgebissen.,Alligator,Masc,Dat
Das Gift der Kobra ist tödlich.,Gift,Neut,Nom
Das Gift der Kobra ist tödlich.,Kobra,Fem,Gen
Eine Viper wärmte sich in der Sonne,Viper,Fem,Nom
Eine Viper wärmte sich in der Sonne,Sonne,Fem,Dat
Diese Natter ist dabei sich zu häuten,Natter,Neut,Nom
Eine Klapperschlange hatte sich um den Ast geschlungen.,Klapperschlange,Fem,Nom
Eine Klapperschlange hatte sich um den Ast geschlungen.,Ast,Masc,Acc
Eidechsen regulieren ihre Körpertemperatur indem sie sich in die Sonne setzen.,Eidechsen,Masc,Nom
Eidechsen regulieren ihre Körpertemperatur indem sie sich in die Sonne setzen.,Körpertemperatur,Fem,Acc
Eidechsen regulieren ihre Körpertemperatur indem sie sich in die Sonne setzen.,Sonne,Fem,Acc
Der Schnabel eines Tukans ist sehr bunt.,Schnabel,Masc,Nom
Der Schnabel eines Tukans ist sehr bunt.,Tukans,Masc,Gen
Der Falke stürzte sich auf seine Beute.,Falke,Masc,Nom
Der Falke stürzte sich auf seine Beute.,Beute,Fem,Acc
Papageien können 80 Jahre alt werden.,Papageien,Masc,Nom
Papageien können 80 Jahre alt werden.,Jahre,Neut,Acc
Wellensittiche leben oft in Paaren.,Wellensittiche,Masc,Nom
Wellensittiche leben oft in Paaren.,Paaren,Fem,Dat
Ein Kondor flog am Himmel.,Kondor,Masc,Nom
Ein Kondor flog am Himmel.,Himmel,Masc,Dat
Der Strauß vergräbt seinen Kopf im Sand.,Kopf,Masc,Acc
Der Strauß vergräbt seinen Kopf im Sand.,Sand,Masc,Dat
"Alks fliegen, im Gegensatz zu Pinguinen.",Gegensatz,Masc,Dat
"Alks fliegen, im Gegensatz zu Pinguinen.",Pinguinen,Fem,Dat
Pinguine schwimmen lange um die Fischerergebiete zu erreichen.,Pinguine,Masc,Nom
Pinguine schwimmen lange um die Fischerergebiete zu erreichen.,Fischerergebiete,Neut,Acc
Wir haben wieder ertrunkene Eisbären gefunden.,Eisbären,Neut,Acc
Der Kojote schien einer Spur zu folgen.,Kojote,Fem,Dat
Der Kojote schien einer Spur zu folgen.,Spur,Fem,Dat
Gynäkologen behandeln unter anderem Probleme der Scheide.,Gynäkologen,Masc,Nom
Gynäkologen behandeln unter anderem Probleme der Scheide.,Probleme,Neut,Acc
Gynäkologen behandeln unter anderem Probleme der Scheide.,Scheide,Fem,Gen
Unter allen Primaten hat der Mensch den größten Penis.,Primaten,Fem,Dat
Unter allen Primaten hat der Mensch den größten Penis.,Mensch,Masc,Nom
Unter allen Primaten hat der Mensch den größten Penis.,Penis,Masc,Acc
Sein Hemd ist auf Achselhöhe durchnässt.,Hemd,Neut,Nom
Sein Hemd ist auf Achselhöhe durchnässt.,Achselhöhe,Fem,Acc
Sie hat sich den Knöchel verstaucht als sie die Treppe herunterfiel.,Knöchel,Masc,Acc
Sie hat sich den Knöchel verstaucht als sie die Treppe herunterfiel.,Treppe,Fem,Acc
Er hat einen permanenten Schmerz zwischen den Schulterblättern.,Schmerz,Masc,Acc
Er hat einen permanenten Schmerz zwischen den Schulterblättern.,Schulterblättern,Masc,Dat
Tränen liefen seine Wange herunter.,Tränen,Fem,Nom
Tränen liefen seine Wange herunter.,Wange,Masc,Nom
Er hat eine weiße Zunge.,Zunge,Fem,Acc
Der Arzt hat eine Speichelprobe genommen.,Arzt,Masc,Nom
Der Arzt hat eine Speichelprobe genommen.,Speichelprobe,Fem,Acc
Seine Lymphknoten waren wegen der Infektion angeschwollen.,Lymphknoten,Masc,Nom
Er hatte nur noch einen Hoden nach seinem Motorradunfall.,Hoden,Masc,Acc
Er hatte nur noch einen Hoden nach seinem Motorradunfall.,Motorradunfall,Masc,Dat
Brustkrebs wird immer früher entdeckt.,Brustkrebs,Masc,Nom
Manche Menschen haben drei Brüste.,Menschen,Masc,Nom
Manche Menschen haben drei Brüste.,Brüste,Fem,Nom
Er schneidet seine Fingernägel.,Fingernägel,Fem,Acc
Die Spinalnerven sind Nerven die im Rückenmark liegen.,Spinalnerven,Fem,Nom
Die Spinalnerven sind Nerven die im Rückenmark liegen.,Nerven,Masc,Nom
Die Spinalnerven sind Nerven die im Rückenmark liegen.,Rückenmark,Masc,Dat
Man erneuert wenige Neuronen in höherem Alter.,Neuronen,Fem,Acc
Man erneuert wenige Neuronen in höherem Alter.,Alter,Neut,Dat
Er hat genau unter dem Bauchnabel eine Narbe.,Bauchnabel,Masc,Dat
Er hat genau unter dem Bauchnabel eine Narbe.,Narbe,Fem,Acc
Er rasiert sich aus Eitelkeit seine Unterarme.,Eitelkeit,Fem,Dat
Er rasiert sich aus Eitelkeit seine Unterarme.,Unterarme,Masc,Acc
"Ihr Immunsystem ist schwach, sie hat wenig weiße Blutkörperchen.",Immunsystem,Neut,Nom
"Ihr Immunsystem ist schwach, sie hat wenig weiße Blutkörperchen.",Blutkörperchen,Fem,Acc
Rote Blutkörperchen transportieren den Sauerstoff im Blut.,Blutkörperchen,Fem,Nom
Rote Blutkörperchen transportieren den Sauerstoff im Blut.,Sauerstoff,Masc,Acc
Rote Blutkörperchen transportieren den Sauerstoff im Blut.,Blut,Neut,Dat
Der Körper entwickelt Antikörper gegen Schädlinge.,Körper,Masc,Nom
Der Körper entwickelt Antikörper gegen Schädlinge.,Antikörper,Masc,Acc
Der Körper entwickelt Antikörper gegen Schädlinge.,Schädlinge,Masc,Acc
Er hat ein Problem an der Herzklappe.,Problem,Neut,Acc
Er hat ein Problem an der Herzklappe.,Herzklappe,Fem,Dat
Eure Augenlider sind schwer.,Augenlider,Neut,Nom
Sie hatte hervorstehende Wangenknochen wie ihre Schwester.,Wangenknochen,Fem,Acc
Sie hatte hervorstehende Wangenknochen wie ihre Schwester.,Schwester,Fem,Nom
Sein Gesicht zeigte keinerlei Emotion.,Gesicht,Neut,Nom
Sein Gesicht zeigte keinerlei Emotion.,Emotion,Fem,Nom
Sie drückte ihre Faust zusammen um den Schmerz zu verstecken.,Faust,Fem,Acc
Sie drückte ihre Faust zusammen um den Schmerz zu verstecken.,Schmerz,Masc,Acc
Er hat sich die Ferse gebrochen als er die Treppe herunterfiel.,Ferse,Fem,Acc
Er hat sich die Ferse gebrochen als er die Treppe herunterfiel.,Treppe,Fem,Acc
Er hat angespannte Kiefer.,Kiefer,Neut,Acc
Er hat sich die Kniescheibe gebrochen als er auf sein Knie gefallen ist.,Kniescheibe,Fem,Acc
Er hat sich die Kniescheibe gebrochen als er auf sein Knie gefallen ist.,Knie,Neut,Acc
"Er spürt, dass sein Nacken steif ist.",Nacken,Masc,Nom
Man kann die Bachorgane auf einem Ultraschallbild gut sehen.,Bachorgane,Fem,Acc
Man kann die Bachorgane auf einem Ultraschallbild gut sehen.,Ultraschallbild,Neut,Dat
"Die Bauchspeicheldrüse produziert bestimmte Säfte, die für die Verdauung nötig sind.",Bauchspeicheldrüse,Fem,Nom
"Die Bauchspeicheldrüse produziert bestimmte Säfte, die für die Verdauung nötig sind.",Säfte,Neut,Acc
"Die Bauchspeicheldrüse produziert bestimmte Säfte, die für die Verdauung nötig sind.",Verdauung,Fem,Acc
Man kann fast das gesamte Skelett auf Röntgenbildern sehen.,Skelett,Neut,Acc
Man kann fast das gesamte Skelett auf Röntgenbildern sehen.,Röntgenbildern,Fem,Acc
Das Rückenmark verläuft durch die Wirbelsäule.,Rückenmark,Neut,Nom
Das Rückenmark verläuft durch die Wirbelsäule.,Wirbelsäule,Fem,Acc
Sie hat sich einen Zahn abgebrochen.,Zahn,Masc,Acc
Seine Kehle ist wegen der Kälte heiser geworden.,Kehle,Fem,Nom
Seine Kehle ist wegen der Kälte heiser geworden.,Kälte,Fem,Gen
Er hat einen Schlag auf Höhe des Oberkörpers bekommen.,Schlag,Masc,Acc
Er hat einen Schlag auf Höhe des Oberkörpers bekommen.,Höhe,Fem,Dat
Er hat einen Schlag auf Höhe des Oberkörpers bekommen.,Oberkörpers,Neut,Gen
Man musste ihm die Hüfte operieren.,Hüfte,Neut,Acc
Kapillargefäße sind ganz kleine Blutgefäße.,Kapillargefäße,Masc,Nom
Kapillargefäße sind ganz kleine Blutgefäße.,Blutgefäße,Fem,Nom
Der Ehering wird am Ringfinger getragen.,Ringfinger,Masc,Dat
Sie zeigte mit ihrem Zeigefinger.,Zeigefinger,Masc,Dat
Sie hat sich den Mittelfinger gebrochen.,Mittelfinger,Masc,Acc
Sie hat eine Schiene am kleinen Finger.,Schiene,Fem,Acc
Sie hat eine Schiene am kleinen Finger.,Finger,Masc,Dat
Sie hat eine Narbe auf Höhe des Schamhügels.,Narbe,Fem,Acc
Sie hat eine Narbe auf Höhe des Schamhügels.,Höhe,Fem,Dat
Sie hat eine Narbe auf Höhe des Schamhügels.,Schamhügels,Neut,Gen
"""Pelvis"" bezeichnet manchmal das Becken",Pelvis,Fem,Nom
"""Pelvis"" bezeichnet manchmal das Becken",Becken,Neut,Nom
Er hat ein Röntgenbild seines Beckens machen müssen,Röntgenbild,Neut,Acc
Er hat ein Röntgenbild seines Beckens machen müssen,Beckens,Neut,Gen
Er hat sich beim Rugby das Schlüsselbein gebrochen.,Schlüsselbein,Neut,Acc
"Ein gesunder Geist in einem gesunden Körper, das ist unsere Devise.",Geist,Masc,Nom
"Ein gesunder Geist in einem gesunden Körper, das ist unsere Devise.",Körper,Masc,Dat
"Ein gesunder Geist in einem gesunden Körper, das ist unsere Devise.",Devise,Fem,Nom
Der Strauß vergräbt seinen Kopf im Sand.,Kopf,Masc,Acc
Der Strauß vergräbt seinen Kopf im Sand.,Sand,Masc,Dat
Man muss seine Beine nach dem Joggen dehnen.,Beine,Neut,Acc
Man muss seine Beine nach dem Joggen dehnen.,Joggen,Neut,Dat
Er hat sich bei einem Skiunfall einen Arm gebrochen.,Skiunfall,Masc,Dat
Er hat sich bei einem Skiunfall einen Arm gebrochen.,Arm,Masc,Acc
Sie ist gelenkig genug um mit ihren Händen ihre Füße zu berühren.,Händen,Fem,Dat
Sie ist gelenkig genug um mit ihren Händen ihre Füße zu berühren.,Füße,Masc,Acc
Seine linke Hand ist stark geschwollen.,Hand,Fem,Nom
Sie hat sich die Schulter bei einem Fahrradsturz ausgekugelt.,Schulter,Fem,Acc
Sie hat sich die Schulter bei einem Fahrradsturz ausgekugelt.,Fahrradsturz,Neut,Dat
Sie wird wegen ihrer Probleme im Knie zu einem Kinesiologen gehen.,Probleme,Neut,Gen
Sie wird wegen ihrer Probleme im Knie zu einem Kinesiologen gehen.,Knie,Neut,Dat
Sie wird wegen ihrer Probleme im Knie zu einem Kinesiologen gehen.,Kinesiologen,Masc,Dat
Er hat sich den Ellenbogen am Türknauf gestoßen.,Ellenbogen,Masc,Acc
Er hat sich den Ellenbogen am Türknauf gestoßen.,Türknauf,Masc,Dat
Ich habe mir beim Hinfallen das Handgelenk verstaucht.,Hinfallen,Neut,Dat
Ich habe mir beim Hinfallen das Handgelenk verstaucht.,Handgelenk,Neut,Acc
Ich kann den Finger nicht mehr bewegen.,Finger,Masc,Acc
Man hat ihn um einen digitalen Fingerabdruck seines Daumens gebeten.,Fingerabdruck,Masc,Acc
Man hat ihn um einen digitalen Fingerabdruck seines Daumens gebeten.,Daumens,Neut,Gen
Der Osteopath hat ihm den Nacken wieder eingerenkt.,Nacken,Masc,Acc
Sie hat sich die Nase machen lassen.,Nase,Fem,Acc
Mach den Mund zu wenn du isst.,Mund,Masc,Acc
Habe ich eine Wimper im Auge?,Wimper,Masc,Acc
Habe ich eine Wimper im Auge?,Auge,Neut,Dat
Er hat rote Ohren wegen der Kälte.,Ohren,Neut,Acc
Er hat sich beim Fahrradsturz das Kinn aufgeschlagen.,Fahrradsturz,Masc,Dat
Er hat sich beim Fahrradsturz das Kinn aufgeschlagen.,Kinn,Neut,Acc
Er hat einen Pickel auf der Stirn.,Pickel,Masc,Acc
Er hat einen Pickel auf der Stirn.,Stirn,Fem,Dat
Sie hat lockige Haare.,Haare,Neut,Acc
"Die Haare haben den Ausguss verstopft, du musst mehr aufpassen beim Rasieren.",Haare,Neut,Nom
"Die Haare haben den Ausguss verstopft, du musst mehr aufpassen beim Rasieren.",Ausguss,Masc,Acc
"Die Haare haben den Ausguss verstopft, du musst mehr aufpassen beim Rasieren.",Rasieren,Neut,Dat
Sie hat einen Schönheitsfleck auf der linken Pobacke.,Schönheitsfleck,Masc,Acc
Sie hat einen Schönheitsfleck auf der linken Pobacke.,Pobacke,Fem,Dat
