Sentence,Question,Options,Correct Answer
I am visiting my family next month.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I am visiting my family next month.,Is the word 'my' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I am visiting my family next month.,Is the word 'family' a noun or a pronoun?,"Noun, Pronoun",Noun
I am visiting my family next month.,Is the word 'month' a noun or a pronoun?,"Noun, Pronoun",Noun
It is the last time I am travelling by bus.,Is the word 'It' a noun or a pronoun?,"Noun, Pronoun",Pronoun
It is the last time I am travelling by bus.,Is the word 'time' a noun or a pronoun?,"Noun, Pronoun",Noun
It is the last time I am travelling by bus.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
It is the last time I am travelling by bus.,Is the word 'bus' a noun or a pronoun?,"Noun, Pronoun",Noun
A powerful explosion woke up the neighboorhood.,Is the word 'explosion' a noun or a pronoun?,"Noun, Pronoun",Noun
A powerful explosion woke up the neighboorhood.,Is the word 'neighboorhood' a noun or a pronoun?,"Noun, Pronoun",Noun
He is helpless faced with this situation.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He is helpless faced with this situation.,Is the word 'situation' a noun or a pronoun?,"Noun, Pronoun",Noun
He thinks he passed this exam. Its is possible but not very likely.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He thinks he passed this exam. Its is possible but not very likely.,Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He thinks he passed this exam. Its is possible but not very likely.,Is the word 'exam' a noun or a pronoun?,"Noun, Pronoun",Noun
He thinks he passed this exam. Its is possible but not very likely.,Is the word 'Its' a noun or a pronoun?,"Noun, Pronoun",Pronoun
His success is likely.,Is the word 'His' a noun or a pronoun?,"Noun, Pronoun",Pronoun
His success is likely.,Is the word 'success' a noun or a pronoun?,"Noun, Pronoun",Noun
Swallows come back periodically.,Is the word 'Swallows' a noun or a pronoun?,"Noun, Pronoun",Noun
Patience is a precious virtue,Is the word 'Patience' a noun or a pronoun?,"Noun, Pronoun",Noun
Patience is a precious virtue,Is the word 'virtue' a noun or a pronoun?,"Noun, Pronoun",Noun
"It is a private property, it is forbidden to enter.",Is the word 'It' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"It is a private property, it is forbidden to enter.",Is the word 'property' a noun or a pronoun?,"Noun, Pronoun",Noun
"It is a private property, it is forbidden to enter.",Is the word 'it' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Smoking is forbidden in public places.,Is the word 'Smoking' a noun or a pronoun?,"Noun, Pronoun",Noun
Smoking is forbidden in public places.,Is the word 'places' a noun or a pronoun?,"Noun, Pronoun",Noun
I am sure I have locked the door.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I am sure I have locked the door.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I am sure I have locked the door.,Is the word 'door' a noun or a pronoun?,"Noun, Pronoun",Noun
Practicing sport regularly bears more fruit than practicing sport intensively.,Is the word 'sport' a noun or a pronoun?,"Noun, Pronoun",Noun
Practicing sport regularly bears more fruit than practicing sport intensively.,Is the word 'fruit' a noun or a pronoun?,"Noun, Pronoun",Noun
Practicing sport regularly bears more fruit than practicing sport intensively.,Is the word 'sport' a noun or a pronoun?,"Noun, Pronoun",Noun
"The comfort of this house is a bit rustic, but one gets used to it.",Is the word 'comfort' a noun or a pronoun?,"Noun, Pronoun",Noun
"The comfort of this house is a bit rustic, but one gets used to it.",Is the word 'house' a noun or a pronoun?,"Noun, Pronoun",Noun
"The comfort of this house is a bit rustic, but one gets used to it.",Is the word 'bit' a noun or a pronoun?,"Noun, Pronoun",Noun
"The comfort of this house is a bit rustic, but one gets used to it.",Is the word 'it' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The Netherlands is a flat country.,Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
They are very snobbish people.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They are very snobbish people.,Is the word 'people' a noun or a pronoun?,"Noun, Pronoun",Noun
I am not thin enough for this dress.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I am not thin enough for this dress.,Is the word 'dress' a noun or a pronoun?,"Noun, Pronoun",Noun
This acrobat is very agile.,Is the word 'acrobat' a noun or a pronoun?,"Noun, Pronoun",Noun
"This job is very exhausting, I will change jobs soon.",Is the word 'job' a noun or a pronoun?,"Noun, Pronoun",Noun
"This job is very exhausting, I will change jobs soon.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"This job is very exhausting, I will change jobs soon.",Is the word 'jobs' a noun or a pronoun?,"Noun, Pronoun",Noun
This kid is unique.,Is the word 'kid' a noun or a pronoun?,"Noun, Pronoun",Noun
She listens to her feminine intuition too much.,Is the word 'She' a noun or a pronoun?,"Noun, Pronoun",Pronoun
She listens to her feminine intuition too much.,Is the word 'her' a noun or a pronoun?,"Noun, Pronoun",Pronoun
She listens to her feminine intuition too much.,Is the word 'intuition' a noun or a pronoun?,"Noun, Pronoun",Noun
She is a very masculine girl.,Is the word 'She' a noun or a pronoun?,"Noun, Pronoun",Pronoun
She is a very masculine girl.,Is the word 'girl' a noun or a pronoun?,"Noun, Pronoun",Noun
Maternal love is instinctive.,Is the word 'love' a noun or a pronoun?,"Noun, Pronoun",Noun
He just broke an absolute record.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He just broke an absolute record.,Is the word 'record' a noun or a pronoun?,"Noun, Pronoun",Noun
He remained a virgin until the day he got married.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He remained a virgin until the day he got married.,Is the word 'virgin' a noun or a pronoun?,"Noun, Pronoun",Noun
He remained a virgin until the day he got married.,Is the word 'day' a noun or a pronoun?,"Noun, Pronoun",Noun
He remained a virgin until the day he got married.,Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He leads a very ordinary life.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He leads a very ordinary life.,Is the word 'life' a noun or a pronoun?,"Noun, Pronoun",Noun
She has an extraordinary ability to forget everything.,Is the word 'She' a noun or a pronoun?,"Noun, Pronoun",Pronoun
She has an extraordinary ability to forget everything.,Is the word 'ability' a noun or a pronoun?,"Noun, Pronoun",Noun
She has an extraordinary ability to forget everything.,Is the word 'everything' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He came quickly after his work.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He came quickly after his work.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He came quickly after his work.,Is the word 'work' a noun or a pronoun?,"Noun, Pronoun",Noun
"Suddenly, the bus pulled up.",Is the word 'bus' a noun or a pronoun?,"Noun, Pronoun",Noun
I came mostly to see you.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I came mostly to see you.,Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Most of the time, he goes out on Saturday nights.",Is the word 'time' a noun or a pronoun?,"Noun, Pronoun",Noun
"Most of the time, he goes out on Saturday nights.",Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Most of the time, he goes out on Saturday nights.",Is the word 'nights' a noun or a pronoun?,"Noun, Pronoun",Noun
Have you eaten enough?,Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We are rather busy these days.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We are rather busy these days.,Is the word 'days' a noun or a pronoun?,"Noun, Pronoun",Noun
He is quite introverted.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He seldom visits his parents.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He seldom visits his parents.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He seldom visits his parents.,Is the word 'parents' a noun or a pronoun?,"Noun, Pronoun",Noun
He often takes the bus to come.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He often takes the bus to come.,Is the word 'bus' a noun or a pronoun?,"Noun, Pronoun",Noun
You always have to double lock the door in this neighborhood.,Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You always have to double lock the door in this neighborhood.,Is the word 'door' a noun or a pronoun?,"Noun, Pronoun",Noun
You always have to double lock the door in this neighborhood.,Is the word 'neighborhood' a noun or a pronoun?,"Noun, Pronoun",Noun
We never went on holidays.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We never went on holidays.,Is the word 'holidays' a noun or a pronoun?,"Noun, Pronoun",Noun
I go to the cinema from times to times.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I go to the cinema from times to times.,Is the word 'cinema' a noun or a pronoun?,"Noun, Pronoun",Noun
I go to the cinema from times to times.,Is the word 'times' a noun or a pronoun?,"Noun, Pronoun",Noun
I go to the cinema from times to times.,Is the word 'times' a noun or a pronoun?,"Noun, Pronoun",Noun
He travelled a lot when he was young.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He travelled a lot when he was young.,Is the word 'lot' a noun or a pronoun?,"Noun, Pronoun",Noun
He travelled a lot when he was young.,Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"You work little, but you earn a lot of money.",Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"You work little, but you earn a lot of money.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"You work little, but you earn a lot of money.",Is the word 'lot' a noun or a pronoun?,"Noun, Pronoun",Noun
"You work little, but you earn a lot of money.",Is the word 'money' a noun or a pronoun?,"Noun, Pronoun",Noun
"Generally, we go to bed before midnight.",Is the word 'we' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Generally, we go to bed before midnight.",Is the word 'bed' a noun or a pronoun?,"Noun, Pronoun",Noun
"Generally, we go to bed before midnight.",Is the word 'midnight' a noun or a pronoun?,"Noun, Pronoun",Noun
I am going shopping now.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I went to the garden with the kids yesterday.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I went to the garden with the kids yesterday.,Is the word 'garden' a noun or a pronoun?,"Noun, Pronoun",Noun
I went to the garden with the kids yesterday.,Is the word 'kids' a noun or a pronoun?,"Noun, Pronoun",Noun
I went to the garden with the kids yesterday.,Is the word 'yesterday' a noun or a pronoun?,"Noun, Pronoun",Noun
"Today, I have nothing special to do.",Is the word 'Today' a noun or a pronoun?,"Noun, Pronoun",Noun
"Today, I have nothing special to do.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Today, I have nothing special to do.",Is the word 'nothing' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We will talk about that tomorrow.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We will talk about that tomorrow.,Is the word 'that' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We will talk about that tomorrow.,Is the word 'tomorrow' a noun or a pronoun?,"Noun, Pronoun",Noun
We will meet later.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
My letter has finally arrived.,Is the word 'My' a noun or a pronoun?,"Noun, Pronoun",Pronoun
My letter has finally arrived.,Is the word 'letter' a noun or a pronoun?,"Noun, Pronoun",Noun
She is constantly moaning.,Is the word 'She' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He has already been to Mexico.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He lives far from downtown.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He lives far from downtown.,Is the word 'downtown' a noun or a pronoun?,"Noun, Pronoun",Noun
It happened next to our house.,Is the word 'It' a noun or a pronoun?,"Noun, Pronoun",Pronoun
It happened next to our house.,Is the word 'our' a noun or a pronoun?,"Noun, Pronoun",Pronoun
It happened next to our house.,Is the word 'house' a noun or a pronoun?,"Noun, Pronoun",Noun
You are less available than before.,Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The more I think about it, the more I am satisfied with my choice.",Is the word 'The' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The more I think about it, the more I am satisfied with my choice.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The more I think about it, the more I am satisfied with my choice.",Is the word 'it' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The more I think about it, the more I am satisfied with my choice.",Is the word 'the' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The more I think about it, the more I am satisfied with my choice.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The more I think about it, the more I am satisfied with my choice.",Is the word 'my' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The more I think about it, the more I am satisfied with my choice.",Is the word 'choice' a noun or a pronoun?,"Noun, Pronoun",Noun
"Go read somewhere else, the girl needs to sleep.",Is the word 'girl' a noun or a pronoun?,"Noun, Pronoun",Noun
He has almost finished his meal.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He has almost finished his meal.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He has almost finished his meal.,Is the word 'meal' a noun or a pronoun?,"Noun, Pronoun",Noun
"We arrived too late, we could not get in.",Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"We arrived too late, we could not get in.",Is the word 'we' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He too wants to join the project.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He too wants to join the project.,Is the word 'project' a noun or a pronoun?,"Noun, Pronoun",Noun
They are going to the cinema together tomorrow.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They are going to the cinema together tomorrow.,Is the word 'cinema' a noun or a pronoun?,"Noun, Pronoun",Noun
They are going to the cinema together tomorrow.,Is the word 'tomorrow' a noun or a pronoun?,"Noun, Pronoun",Noun
The dog is burried behind the house.,Is the word 'dog' a noun or a pronoun?,"Noun, Pronoun",Noun
The dog is burried behind the house.,Is the word 'house' a noun or a pronoun?,"Noun, Pronoun",Noun
He looked for his jacket in the wardrobe but he did not thought about looking over it.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He looked for his jacket in the wardrobe but he did not thought about looking over it.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He looked for his jacket in the wardrobe but he did not thought about looking over it.,Is the word 'jacket' a noun or a pronoun?,"Noun, Pronoun",Noun
