Satz,Frage,Optionen,Richtige Antwort
Der Hamster benimmt sich seltsam in den letzten Tagen.,Was ist das Geschlecht des Wortes 'Hamster'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Hamster benimmt sich seltsam in den letzten Tagen.,Welcher Fall wird für das Wort 'Hamster' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Hamster benimmt sich seltsam in den letzten Tagen.,Was ist das Geschlecht des Wortes 'Tagen'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Hamster benimmt sich seltsam in den letzten Tagen.,Welcher Fall wird für das Wort 'Tagen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
"Die Lösung war offensichtlich, sie lag auf der Hand.",Was ist das Geschlecht des Wortes 'Lösung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Die Lösung war offensichtlich, sie lag auf der Hand.",Welcher Fall wird für das Wort 'Lösung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Die Lösung war offensichtlich, sie lag auf der Hand.",Was ist das Geschlecht des Wortes 'Hand'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Die Lösung war offensichtlich, sie lag auf der Hand.",Welcher Fall wird für das Wort 'Hand' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Situation ist lustig.,Was ist das Geschlecht des Wortes 'Situation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Situation ist lustig.,Welcher Fall wird für das Wort 'Situation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Er ist ein ausgezeichneter Schüler, aber er will nicht dafür arbeiten.",Was ist das Geschlecht des Wortes 'Schüler'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Er ist ein ausgezeichneter Schüler, aber er will nicht dafür arbeiten.",Welcher Fall wird für das Wort 'Schüler' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Dieser Professor ist mittelmäβig, aber wir haben keine Wahl.",Was ist das Geschlecht des Wortes 'Professor'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Dieser Professor ist mittelmäβig, aber wir haben keine Wahl.",Welcher Fall wird für das Wort 'Professor' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Dieser Professor ist mittelmäβig, aber wir haben keine Wahl.",Was ist das Geschlecht des Wortes 'Wahl'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Dieser Professor ist mittelmäβig, aber wir haben keine Wahl.",Welcher Fall wird für das Wort 'Wahl' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Büros der Firma befinden sich in einem alten Gebäude.,Was ist das Geschlecht des Wortes 'Büros'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Büros der Firma befinden sich in einem alten Gebäude.,Welcher Fall wird für das Wort 'Büros' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Büros der Firma befinden sich in einem alten Gebäude.,Was ist das Geschlecht des Wortes 'Firma'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Büros der Firma befinden sich in einem alten Gebäude.,Welcher Fall wird für das Wort 'Firma' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Die Büros der Firma befinden sich in einem alten Gebäude.,Was ist das Geschlecht des Wortes 'Gebäude'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Büros der Firma befinden sich in einem alten Gebäude.,Welcher Fall wird für das Wort 'Gebäude' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Das ist ein neuer Autor.,Was ist das Geschlecht des Wortes 'Autor'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das ist ein neuer Autor.,Welcher Fall wird für das Wort 'Autor' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Kinder sind ruhiger nachdem sie ihren Mittagsschlaf gemacht haben.,Was ist das Geschlecht des Wortes 'Kinder'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Kinder sind ruhiger nachdem sie ihren Mittagsschlaf gemacht haben.,Welcher Fall wird für das Wort 'Kinder' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Kinder sind ruhiger nachdem sie ihren Mittagsschlaf gemacht haben.,Was ist das Geschlecht des Wortes 'Mittagsschlaf'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Kinder sind ruhiger nachdem sie ihren Mittagsschlaf gemacht haben.,Welcher Fall wird für das Wort 'Mittagsschlaf' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Dieser Mann sieht verrückt aus.,Was ist das Geschlecht des Wortes 'Mann'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Dieser Mann sieht verrückt aus.,Welcher Fall wird für das Wort 'Mann' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er trug eine beigefarbene Hose und ein weiβes Hemd.,Was ist das Geschlecht des Wortes 'Hose'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er trug eine beigefarbene Hose und ein weiβes Hemd.,Welcher Fall wird für das Wort 'Hose' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er trug eine beigefarbene Hose und ein weiβes Hemd.,Was ist das Geschlecht des Wortes 'Hemd'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er trug eine beigefarbene Hose und ein weiβes Hemd.,Welcher Fall wird für das Wort 'Hemd' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Tapeten in seiner Wohnung sind malvefarben.,Was ist das Geschlecht des Wortes 'Tapeten'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Tapeten in seiner Wohnung sind malvefarben.,Welcher Fall wird für das Wort 'Tapeten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Tapeten in seiner Wohnung sind malvefarben.,Was ist das Geschlecht des Wortes 'Wohnung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Tapeten in seiner Wohnung sind malvefarben.,Welcher Fall wird für das Wort 'Wohnung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Tapeten in seiner Wohnung sind malvefarben.,Was ist das Geschlecht des Wortes 'malvefarben'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Tapeten in seiner Wohnung sind malvefarben.,Welcher Fall wird für das Wort 'malvefarben' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er hat braune Augen.,Was ist das Geschlecht des Wortes 'Augen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat braune Augen.,Welcher Fall wird für das Wort 'Augen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Häuser dieses Dorfes haben orangefarbene Türen.,Was ist das Geschlecht des Wortes 'Häuser'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Häuser dieses Dorfes haben orangefarbene Türen.,Welcher Fall wird für das Wort 'Häuser' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Häuser dieses Dorfes haben orangefarbene Türen.,Was ist das Geschlecht des Wortes 'Dorfes'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Häuser dieses Dorfes haben orangefarbene Türen.,Welcher Fall wird für das Wort 'Dorfes' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Die Häuser dieses Dorfes haben orangefarbene Türen.,Was ist das Geschlecht des Wortes 'Türen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Häuser dieses Dorfes haben orangefarbene Türen.,Welcher Fall wird für das Wort 'Türen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Das Wasser dieses Flusses ist fast durchsichtig.,Was ist das Geschlecht des Wortes 'Wasser'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Wasser dieses Flusses ist fast durchsichtig.,Welcher Fall wird für das Wort 'Wasser' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das Wasser dieses Flusses ist fast durchsichtig.,Was ist das Geschlecht des Wortes 'Flusses'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das Wasser dieses Flusses ist fast durchsichtig.,Welcher Fall wird für das Wort 'Flusses' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Er trägt sehr bunte Klamotten.,Was ist das Geschlecht des Wortes 'Klamotten'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er trägt sehr bunte Klamotten.,Welcher Fall wird für das Wort 'Klamotten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Zeichnung war ein bisschen abgestumpft.,Was ist das Geschlecht des Wortes 'Zeichnung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Zeichnung war ein bisschen abgestumpft.,Welcher Fall wird für das Wort 'Zeichnung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Zeichnung war ein bisschen abgestumpft.,Was ist das Geschlecht des Wortes 'bisschen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Zeichnung war ein bisschen abgestumpft.,Welcher Fall wird für das Wort 'bisschen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Die Nacht bricht herein, die Straβe ist dunkel.",Was ist das Geschlecht des Wortes 'Nacht'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Die Nacht bricht herein, die Straβe ist dunkel.",Welcher Fall wird für das Wort 'Nacht' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Die Nacht bricht herein, die Straβe ist dunkel.",Was ist das Geschlecht des Wortes 'Straβe'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Die Nacht bricht herein, die Straβe ist dunkel.",Welcher Fall wird für das Wort 'Straβe' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Es ist unmöglich, unter diesen Bedingungen zu arbeiten.",Was ist das Geschlecht des Wortes 'Bedingungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Es ist unmöglich, unter diesen Bedingungen zu arbeiten.",Welcher Fall wird für das Wort 'Bedingungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hatte weiβe Haut trotz des Urlaubs am Meer.,Was ist das Geschlecht des Wortes 'Urlaubs'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er hatte weiβe Haut trotz des Urlaubs am Meer.,Welcher Fall wird für das Wort 'Urlaubs' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Er hatte weiβe Haut trotz des Urlaubs am Meer.,Was ist das Geschlecht des Wortes 'Meer'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hatte weiβe Haut trotz des Urlaubs am Meer.,Welcher Fall wird für das Wort 'Meer' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Dieser Kuchen ist köstlich.,Was ist das Geschlecht des Wortes 'Kuchen'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Dieser Kuchen ist köstlich.,Welcher Fall wird für das Wort 'Kuchen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Dieses Kleid steht dir gut, du bist sehr elegant.",Was ist das Geschlecht des Wortes 'Kleid'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Dieses Kleid steht dir gut, du bist sehr elegant.",Welcher Fall wird für das Wort 'Kleid' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er lebt in einem gemütlichen Haus am Meeresufer.,Was ist das Geschlecht des Wortes 'Haus'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er lebt in einem gemütlichen Haus am Meeresufer.,Welcher Fall wird für das Wort 'Haus' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er lebt in einem gemütlichen Haus am Meeresufer.,Was ist das Geschlecht des Wortes 'Meeresufer'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er lebt in einem gemütlichen Haus am Meeresufer.,Welcher Fall wird für das Wort 'Meeresufer' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ein tödlicher Unfall ist auf der Autobahn passiert.,Was ist das Geschlecht des Wortes 'Unfall'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ein tödlicher Unfall ist auf der Autobahn passiert.,Welcher Fall wird für das Wort 'Unfall' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ein tödlicher Unfall ist auf der Autobahn passiert.,Was ist das Geschlecht des Wortes 'Autobahn'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ein tödlicher Unfall ist auf der Autobahn passiert.,Welcher Fall wird für das Wort 'Autobahn' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Dieses Gemälde ist wunderschön.,Was ist das Geschlecht des Wortes 'Gemälde'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieses Gemälde ist wunderschön.,Welcher Fall wird für das Wort 'Gemälde' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Es ist ein originelles Projekt.,Was ist das Geschlecht des Wortes 'Projekt'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Es ist ein originelles Projekt.,Welcher Fall wird für das Wort 'Projekt' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er ist begabt in Mathematik.,Was ist das Geschlecht des Wortes 'Mathematik'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er ist begabt in Mathematik.,Welcher Fall wird für das Wort 'Mathematik' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er ist ein auβergewöhnlicher Künstler mit einer groβen Zukunft.,Was ist das Geschlecht des Wortes 'Künstler'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er ist ein auβergewöhnlicher Künstler mit einer groβen Zukunft.,Welcher Fall wird für das Wort 'Künstler' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er ist ein auβergewöhnlicher Künstler mit einer groβen Zukunft.,Was ist das Geschlecht des Wortes 'Zukunft'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er ist ein auβergewöhnlicher Künstler mit einer groβen Zukunft.,Welcher Fall wird für das Wort 'Zukunft' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Deine Schwester war beeindruckend während des Tennisspiels.,Was ist das Geschlecht des Wortes 'Schwester'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Deine Schwester war beeindruckend während des Tennisspiels.,Welcher Fall wird für das Wort 'Schwester' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Deine Schwester war beeindruckend während des Tennisspiels.,Was ist das Geschlecht des Wortes 'Tennisspiels'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Deine Schwester war beeindruckend während des Tennisspiels.,Welcher Fall wird für das Wort 'Tennisspiels' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Dein Sohn ist wirklich unerträglich,Was ist das Geschlecht des Wortes 'Sohn'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Dein Sohn ist wirklich unerträglich,Welcher Fall wird für das Wort 'Sohn' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieses Kleid ist vulgär.,Was ist das Geschlecht des Wortes 'Kleid'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieses Kleid ist vulgär.,Welcher Fall wird für das Wort 'Kleid' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieses Hemd ist sauber.,Was ist das Geschlecht des Wortes 'Hemd'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieses Hemd ist sauber.,Welcher Fall wird für das Wort 'Hemd' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er nahm sein eigenes Auto,Was ist das Geschlecht des Wortes 'Auto'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er nahm sein eigenes Auto,Welcher Fall wird für das Wort 'Auto' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Die Wohnung ist schmutzig, es sollte geputzt werden",Was ist das Geschlecht des Wortes 'Wohnung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Die Wohnung ist schmutzig, es sollte geputzt werden",Welcher Fall wird für das Wort 'Wohnung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieses Restaurant ist eines der bekanntesten in Paris.,Was ist das Geschlecht des Wortes 'Restaurant'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieses Restaurant ist eines der bekanntesten in Paris.,Welcher Fall wird für das Wort 'Restaurant' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Seine Rede war kurz, aber der Erfolg gigantisch.",Was ist das Geschlecht des Wortes 'Rede'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Seine Rede war kurz, aber der Erfolg gigantisch.",Welcher Fall wird für das Wort 'Rede' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Seine Rede war kurz, aber der Erfolg gigantisch.",Was ist das Geschlecht des Wortes 'Erfolg'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Seine Rede war kurz, aber der Erfolg gigantisch.",Welcher Fall wird für das Wort 'Erfolg' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Es ist absurd, den Führerschein machen zu wollen, ohne bereit zu sein.",Was ist das Geschlecht des Wortes 'Führerschein'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Es ist absurd, den Führerschein machen zu wollen, ohne bereit zu sein.",Welcher Fall wird für das Wort 'Führerschein' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Organisation in dieser Universität ist überwältigend.,Was ist das Geschlecht des Wortes 'Organisation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Organisation in dieser Universität ist überwältigend.,Welcher Fall wird für das Wort 'Organisation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Organisation in dieser Universität ist überwältigend.,Was ist das Geschlecht des Wortes 'Universität'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Organisation in dieser Universität ist überwältigend.,Welcher Fall wird für das Wort 'Universität' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
"Du hast die Torte zu lange im Ofen gelassen, sie ist komplett verbrannt.",Was ist das Geschlecht des Wortes 'Torte'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Du hast die Torte zu lange im Ofen gelassen, sie ist komplett verbrannt.",Welcher Fall wird für das Wort 'Torte' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Du hast die Torte zu lange im Ofen gelassen, sie ist komplett verbrannt.",Was ist das Geschlecht des Wortes 'Ofen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Du hast die Torte zu lange im Ofen gelassen, sie ist komplett verbrannt.",Welcher Fall wird für das Wort 'Ofen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
"Achtung, die Platte ist glühend heiβ.",Was ist das Geschlecht des Wortes 'Achtung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Achtung, die Platte ist glühend heiβ.",Welcher Fall wird für das Wort 'Achtung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Achtung, die Platte ist glühend heiβ.",Was ist das Geschlecht des Wortes 'Platte'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Achtung, die Platte ist glühend heiβ.",Welcher Fall wird für das Wort 'Platte' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Magst du Zwiebeln roh oder gekocht?,Was ist das Geschlecht des Wortes 'Zwiebeln'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Magst du Zwiebeln roh oder gekocht?,Welcher Fall wird für das Wort 'Zwiebeln' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Das Hühnchen ist zu gar.,Was ist das Geschlecht des Wortes 'Hühnchen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Hühnchen ist zu gar.,Welcher Fall wird für das Wort 'Hühnchen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Dieser Boden ist sehr fruchtbar, die Ernte wird gut sein.",Was ist das Geschlecht des Wortes 'Boden'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Dieser Boden ist sehr fruchtbar, die Ernte wird gut sein.",Welcher Fall wird für das Wort 'Boden' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Dieser Boden ist sehr fruchtbar, die Ernte wird gut sein.",Was ist das Geschlecht des Wortes 'Ernte'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Dieser Boden ist sehr fruchtbar, die Ernte wird gut sein.",Welcher Fall wird für das Wort 'Ernte' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Seine Schwester ist sterilisiert, sie kann keine Kinder haben.",Was ist das Geschlecht des Wortes 'Schwester'?,"['maskulin', 'feminin', 'neutral']",['Fem']
